ZIP,LAT,LNG
77471,29.548404,-95.861706
77473,29.795148,-96.107713
77474,29.780109,-96.181158
77475,29.488624,-96.652467
77476,29.687606,-95.95226
77477,29.624274,-95.568008
77478,29.620312,-95.605693
77479,29.566996,-95.636016
77480,29.086319,-95.766667
77481,29.473418,-95.558148
77482,29.092714,-95.903493
77483,28.788475,-95.839228
77484,30.079431,-95.932255
77485,29.632734,-96.055105
77486,29.160441,-95.691989
77488,29.307215,-96.091291
77489,29.600498,-95.515537
77493,29.853215,-95.831456
77494,29.742143,-95.832222
77498,29.64355,-95.65327
77502,29.679517,-95.199782
77503,29.703477,-95.158895
77504,29.647916,-95.18978
77505,29.645646,-95.140307
77506,29.713919,-95.199702
77507,29.624557,-95.063491
77510,29.362409,-95.087396
77511,29.380858,-95.241857
77514,29.703595,-94.600429
77515,29.174921,-95.450088
77517,29.364468,-95.131078
77518,29.507162,-94.987247
77519,30.218323,-94.57506
77520,29.733275,-94.994118
77521,29.802461,-94.970322
77523,29.789523,-94.859125
77530,29.785907,-95.117207
77531,29.046833,-95.392183
77532,29.932894,-95.057219
77533,30.087167,-94.599575
77534,29.231528,-95.314319
77535,30.054493,-94.92209
77536,29.698461,-95.121268
77538,29.975277,-94.523235
77539,29.45219,-95.027849
77541,29.021854,-95.278517
77545,29.537301,-95.474615
77546,29.515074,-95.192133
77547,29.735876,-95.238178
77550,29.310535,-94.775768
77551,29.278188,-94.83329
77554,29.253166,-94.924652
77560,29.870622,-94.602137
77561,30.166506,-94.735446
77562,29.834034,-95.051267
77563,29.303625,-95.032386
77564,30.180866,-94.664855
77565,29.535935,-95.026393
77566,29.052739,-95.474351
77568,29.363162,-94.980107
77571,29.688455,-95.05738
77573,29.503785,-95.0873
77575,30.075658,-94.733441
77577,29.284476,-95.28159
77578,29.482165,-95.362006
77580,29.874143,-94.856891
77581,29.561597,-95.279759
77583,29.380856,-95.468782
77584,29.545041,-95.350692
77585,30.295238,-94.524753
77586,29.583817,-95.036156
77587,29.661032,-95.229784
77590,29.391397,-94.920149
77591,29.399536,-94.996941
77597,29.836205,-94.702009
77598,29.539422,-95.134995
77611,30.014439,-93.828243
77612,30.402074,-93.922367
77613,30.052046,-94.360766
77614,30.299774,-93.772977
77615,30.326641,-94.052041
77616,30.569783,-94.182466
77617,29.507197,-94.518563
77619,29.947516,-93.918571
77622,29.862143,-94.288429
77623,29.561256,-94.414021
77624,30.684267,-94.291914
77625,30.377234,-94.373937
77627,29.986791,-94.009416
77629,29.97984,-94.403073
77630,30.067062,-93.868581
77632,30.201515,-93.804648
77640,29.881613,-93.940858
77642,29.95802,-93.891921
77650,29.426496,-94.685696
77651,29.985971,-93.955847
77655,29.710502,-93.93785
77656,30.414774,-94.173656
77657,30.227897,-94.197036
77659,30.171444,-94.432275
77660,30.649823,-94.14075
77661,29.751627,-94.420716
77662,30.177924,-94.018171
77663,30.513226,-94.394328
77664,30.601435,-94.413805
77665,29.812999,-94.416117
77701,30.073053,-94.105486
77702,30.086269,-94.128303
77703,30.145982,-94.126674
77705,29.898029,-94.161175
77706,30.102243,-94.173445
77707,30.053431,-94.170654
77708,30.146124,-94.160613
77713,30.071005,-94.252135
77801,30.639285,-96.362454
77802,30.661249,-96.322614
77803,30.680975,-96.386145
77807,30.677687,-96.483601
77808,30.797736,-96.312084
77830,30.530294,-96.013037
77831,30.726709,-95.90388
77833,30.215075,-96.410272
77835,30.193586,-96.588051
77836,30.541565,-96.676232
77837,31.003109,-96.688981
77840,30.609071,-96.325999
77845,30.562014,-96.2739
77853,30.354823,-96.840158
77855,31.133325,-96.136815
77856,31.075823,-96.425784
77857,30.785247,-96.706056
77859,30.871914,-96.526934
77861,30.721716,-96.109298
77864,30.953672,-95.905344
77865,31.235882,-96.22928
77867,30.743004,-96.548436
77868,30.365776,-96.04642
77871,31.064168,-96.126849
77872,30.87938,-96.138959
77873,30.564947,-95.800223
77876,30.600186,-95.875351
77878,30.471289,-96.438138
77879,30.398612,-96.497852
77880,30.286936,-96.189365
77901,28.804947,-96.984711
77904,28.938252,-97.02035
77905,28.735496,-97.04338
77950,28.291992,-96.898424
77951,28.634388,-96.901049
77954,29.097035,-97.282413
77957,29.042415,-96.689715
77960,28.67673,-97.198682
77961,28.85788,-96.353868
77962,29.020933,-96.48981
77963,28.652457,-97.405775
77964,29.378848,-96.834606
77968,28.905028,-96.829368
77969,28.775164,-96.658931
77970,28.846631,-96.428807
77971,28.833262,-96.521612
77973,28.543661,-96.97109
77974,28.896922,-97.321741
77975,29.559671,-97.081874
77976,28.954115,-97.122655
77977,28.695562,-96.794157
77978,28.667111,-96.570992
77979,28.609718,-96.609368
77982,28.444644,-96.491788
77983,28.441719,-96.579574
77984,29.453329,-97.191865
77987,29.342572,-97.075651
77988,28.83905,-96.889623
77990,28.484888,-96.924886
77991,28.798662,-96.614555
77993,28.857734,-97.428562
77994,29.178194,-97.47155
77995,29.202324,-97.076306
78001,28.291719,-99.213215
78002,29.28375,-98.737693
78003,29.707222,-99.095171
78004,29.903262,-98.556446
78005,28.941736,-98.851298
78006,29.85855,-98.703353
78007,28.498001,-98.368765
78008,28.703692,-98.263517
78009,29.357251,-98.886655
78010,29.902772,-99.037882
78011,28.790915,-98.717634
78012,28.764536,-98.48596
78013,29.972311,-98.904698
78014,28.371399,-99.135335
78015,29.742911,-98.651442
78016,29.17158,-98.967448
78017,28.711947,-99.177422
78019,28.041684,-99.399193
78021,28.496731,-98.827726
78022,28.257475,-98.143051
78023,29.609914,-98.746764
78024,30.032093,-99.53123
78025,30.081841,-99.282981
78026,28.821017,-98.610076
78027,29.969074,-98.539209
78028,30.036565,-99.163069
78029,30.159136,-99.345011
78039,29.312148,-98.834802
78040,27.513811,-99.502143
78041,27.545395,-99.462018
78043,27.554788,-99.265533
78044,27.751747,-99.126085
78045,27.833815,-99.681424
78046,27.373711,-99.346699
78050,29.070547,-98.48181
78052,29.203679,-98.776694
78055,29.830348,-99.331352
78056,29.537033,-98.933944
78057,29.037278,-99.001103
78058,30.095115,-99.628211
78059,29.199686,-98.840984
78060,28.446801,-98.107053
78061,28.888446,-99.141465
78063,29.689692,-98.911216
78064,28.935779,-98.428996
78065,29.079849,-98.642309
78066,29.42985,-98.936135
78067,27.128042,-99.331147
78069,29.179375,-98.670026
78070,29.893739,-98.390891
78071,28.470281,-98.226391
78072,28.310347,-98.573186
78073,29.243915,-98.622442
78075,28.626039,-98.377249
78076,26.930929,-99.162765
78101,29.353553,-98.238308
78102,28.407712,-97.71062
78104,28.522541,-97.761958
78107,28.568278,-97.579237
78108,29.570142,-98.217797
78109,29.487745,-98.290947
78112,29.186904,-98.392789
78113,28.843825,-98.367493
78114,29.114718,-98.208661
78116,29.102255,-97.743964
78117,28.938338,-97.923572
78118,28.739063,-98.17185
78119,28.733411,-97.894958
78121,29.350393,-98.10703
78122,29.428917,-97.735834
78123,29.600453,-98.047576
78124,29.557271,-98.146892
78125,28.5409,-97.957001
78130,29.693556,-98.07285
78132,29.758817,-98.191068
78133,29.889085,-98.244624
78140,29.333756,-97.765502
78141,28.914138,-97.632623
78142,28.536632,-97.810515
78143,29.25871,-97.851241
78144,28.951209,-97.892578
78145,28.645184,-97.994125
78146,28.603142,-97.838545
78147,29.073446,-98.080406
78148,29.543813,-98.295356
78150,29.525969,-98.277499
78151,28.864482,-97.705273
78152,29.43659,-98.205116
78154,29.547163,-98.262605
78155,29.542755,-97.937075
78159,29.231774,-97.590672
78160,29.252842,-97.927233
78161,29.293499,-98.057016
78162,28.589961,-97.773497
78163,29.769466,-98.453225
78164,28.98256,-97.520734
78201,29.468413,-98.528889
78202,29.428169,-98.460881
78203,29.4151,-98.459123
78204,29.404404,-98.505028
78205,29.423945,-98.48642
78207,29.422124,-98.525978
78208,29.43993,-98.458718
78209,29.488906,-98.456235
78210,29.395776,-98.464401
78211,29.34255,-98.570024
78212,29.464611,-98.493653
78213,29.516395,-98.523017
78214,29.324786,-98.470039
78215,29.441258,-98.480498
78216,29.537264,-98.487882
78217,29.538074,-98.415198
78218,29.490048,-98.397135
78219,29.446661,-98.387393
78220,29.418151,-98.394314
78221,29.298766,-98.483199
78222,29.35494,-98.371889
78223,29.31194,-98.391006
78224,29.299225,-98.535354
78225,29.38799,-98.526028
78226,29.383778,-98.56994
78227,29.406624,-98.630303
78228,29.460646,-98.571279
78229,29.501861,-98.569302
78230,29.546515,-98.557207
78231,29.578541,-98.541904
78232,29.588638,-98.474585
78233,29.555818,-98.361905
78234,29.460896,-98.43834
78235,29.345382,-98.443402
78236,29.391283,-98.618734
78237,29.421133,-98.570938
78238,29.471773,-98.617679
78239,29.518637,-98.362961
78240,29.52502,-98.606564
78242,29.3504,-98.607054
78243,29.370898,-98.592947
78244,29.474147,-98.348083
78245,29.401093,-98.730806
78247,29.585862,-98.406811
78248,29.590028,-98.525262
78249,29.56685,-98.605325
78250,29.502729,-98.664897
78251,29.461683,-98.676727
78252,29.341337,-98.705628
78253,29.469011,-98.797801
78254,29.541255,-98.73034
78255,29.649012,-98.666429
78256,29.622289,-98.626164
78257,29.660485,-98.583454
78258,29.634097,-98.497426
78259,29.627228,-98.427064
78260,29.697453,-98.486728
78261,29.68958,-98.402411
78263,29.363661,-98.304351
78264,29.1932,-98.490789
78266,29.650529,-98.33842
78330,27.742714,-97.915595
78332,27.724313,-98.134487
78335,27.873028,-97.092196
78336,27.926913,-97.177776
78338,26.911014,-97.773774
78339,27.805059,-97.792233
78340,28.1207,-97.19689
78341,27.634419,-98.496692
78342,27.65992,-98.07572
78343,27.622119,-97.75143
78344,27.479974,-98.86473
78349,27.373485,-98.285472
78351,27.673154,-97.759701
78352,27.962924,-97.679027
78353,26.880517,-98.216213
78355,27.194074,-98.207295
78357,27.836017,-98.628776
78358,28.067949,-97.042232
78359,27.923541,-97.287072
78361,27.100448,-98.789966
78362,27.850165,-97.203266
78363,27.444204,-97.865597
78368,28.103445,-97.808184
78369,27.36513,-98.996708
78370,27.948147,-97.598699
78371,27.615256,-98.946373
78372,27.987983,-98.06698
78373,27.777437,-97.114983
78374,27.892132,-97.384238
78375,27.39631,-98.171285
78376,27.421353,-98.514272
78377,28.35036,-97.156332
78379,27.306614,-97.780427
78380,27.791253,-97.742139
78382,28.132626,-97.062068
78383,28.08816,-97.956246
78384,27.849558,-98.385775
78385,27.139396,-97.90137
78387,28.121595,-97.553008
78389,28.246302,-97.650811
78390,27.997261,-97.327442
78391,28.179576,-97.708393
78393,28.187118,-97.382226
78401,27.797802,-97.399067
78402,27.819419,-97.392456
78404,27.768022,-97.399136
78405,27.774249,-97.438774
78406,27.771238,-97.518793
78407,27.810698,-97.440395
78408,27.794998,-97.446858
78409,27.80943,-97.522857
78410,27.838247,-97.596306
78411,27.729894,-97.385247
78412,27.703573,-97.345045
78413,27.683192,-97.406176
78414,27.662537,-97.371357
78415,27.65787,-97.479816
78416,27.752024,-97.436507
78417,27.739629,-97.466806
78418,27.627121,-97.269242
78419,27.695153,-97.269462
78501,26.215816,-98.239592
78503,26.162332,-98.248702
78504,26.271965,-98.23657
78516,26.144539,-98.121312
78520,25.963264,-97.550453
78521,25.943923,-97.317944
78526,25.989318,-97.443138
78535,26.252832,-97.743596
78536,26.649282,-98.451125
78537,26.1619,-98.058657
78538,26.374541,-97.98028
78539,26.280689,-98.183295
78541,26.450354,-98.276866
78542,26.451477,-98.092002
78543,26.297375,-97.999973
78545,26.587174,-99.119871
78548,26.274827,-98.654824
78549,26.457143,-98.035415
78550,26.255523,-97.667502
78552,26.193782,-97.75069
78557,26.113415,-98.241154
78558,26.307831,-98.039361
78559,26.148831,-97.831112
78560,26.242809,-98.49449
78561,26.477435,-97.921496
78562,26.297669,-97.902485
78563,26.654454,-98.259766
78564,26.678196,-99.103088
78565,26.253727,-98.567191
78566,26.148406,-97.370376
78567,26.052713,-97.740451
78569,26.368214,-97.74357
78570,26.174608,-97.912659
78572,26.229223,-98.37545
78573,26.296191,-98.299959
78574,26.318906,-98.370049
78575,26.021905,-97.526164
78576,26.321607,-98.476164
78577,26.15153,-98.189752
78578,26.051625,-97.312767
78579,26.083167,-97.96214
78580,26.48774,-97.738953
78582,26.530903,-98.740235
78583,26.261363,-97.489015
78584,26.57331,-98.96276
78585,26.523344,-99.111146
78586,26.106086,-97.629292
78588,26.737863,-98.397207
78589,26.167843,-98.154834
78590,26.508366,-97.647775
78591,26.582929,-98.521632
78592,26.062006,-97.846971
78593,26.275747,-97.823524
78594,26.345257,-97.794892
78595,26.291408,-98.545486
78596,26.158622,-97.989155
78597,26.235,-97.271778
78598,26.569407,-97.442394
78602,30.12382,-97.32771
78605,30.773295,-98.04518
78606,30.083786,-98.476159
78607,30.821753,-98.477388
78608,30.936006,-97.934579
78609,30.759723,-98.438345
78610,30.078514,-97.838012
78611,30.801041,-98.28349
78612,30.094071,-97.495094
78613,30.50391,-97.82418
78614,29.41041,-97.587174
78615,30.465459,-97.384112
78616,29.940066,-97.568294
78617,30.148558,-97.59301
78618,30.465163,-99.156225
78619,30.112019,-98.033699
78620,30.224257,-98.134897
78621,30.338588,-97.361251
78622,29.754521,-97.775837
78623,29.971139,-98.228231
78624,30.280938,-98.876683
78626,30.657897,-97.617886
78628,30.66451,-97.778568
78629,29.476842,-97.44894
78631,30.33977,-99.30658
78632,29.69611,-97.470663
78633,30.753215,-97.761815
78634,30.560322,-97.546399
78635,30.183123,-98.56671
78636,30.316898,-98.424992
78638,29.659588,-97.785196
78639,30.672818,-98.442748
78640,29.99911,-97.828217
78641,30.562557,-97.907846
78642,30.69088,-97.941426
78643,30.688543,-98.689889
78644,29.871644,-97.676821
78645,30.449996,-97.971806
78648,29.690184,-97.633555
78650,30.303885,-97.218899
78652,30.132819,-97.874691
78653,30.339717,-97.523482
78654,30.581216,-98.208732
78655,29.816062,-97.835053
78656,29.904511,-97.807308
78657,30.531427,-98.378052
78659,30.207417,-97.125389
78660,30.43963,-97.594687
78661,29.721948,-97.758944
78662,29.92555,-97.426044
78663,30.402261,-98.359569
78664,30.501927,-97.647251
78665,30.543255,-97.645202
78666,29.880162,-97.966164
78669,30.430004,-98.112728
78670,29.774935,-97.817831
78671,30.218956,-98.629901
78672,30.858836,-98.469511
78675,30.434638,-98.707142
78676,30.034449,-98.142776
78677,29.349952,-97.580206
78681,30.534424,-97.725741
78701,30.270569,-97.742589
78702,30.263378,-97.714483
78703,30.293268,-97.76605
78704,30.243032,-97.765081
78705,30.294331,-97.738516
78712,30.282173,-97.731003
78717,30.489839,-97.752506
78719,30.19729,-97.667423
78721,30.269969,-97.683557
78722,30.289958,-97.7147
78723,30.304269,-97.685713
78724,30.292696,-97.617942
78725,30.230011,-97.608576
78726,30.429504,-97.842067
78727,30.429937,-97.717796
78728,30.45417,-97.692183
78729,30.458396,-97.755344
78730,30.370285,-97.836153
78731,30.348244,-97.768139
78732,30.37789,-97.895024
78733,30.321401,-97.884739
78734,30.378741,-97.950592
78735,30.269121,-97.868816
78736,30.261085,-97.959435
78737,30.190246,-97.956906
78738,30.320039,-97.958301
78739,30.178468,-97.888691
78741,30.230459,-97.714198
78742,30.242354,-97.6592
78744,30.17681,-97.72586
78745,30.206851,-97.797381
78746,30.296865,-97.809578
78747,30.126966,-97.739969
78748,30.167187,-97.824063
78749,30.216178,-97.855848
78750,30.41855,-97.802546
78751,30.310788,-97.722749
78752,30.331812,-97.704288
78753,30.382018,-97.673641
78754,30.355429,-97.64535
78756,30.322223,-97.740169
78757,30.351537,-97.73257
78758,30.387987,-97.706848
78759,30.402667,-97.761037
78801,29.362904,-99.898132
78802,29.330444,-99.624813
78827,28.421951,-99.733002
78828,29.867563,-100.01853
78829,28.888748,-99.562652
78830,28.524903,-99.50848
78832,29.395621,-100.439985
78833,29.6747,-100.078588
78834,28.454034,-99.917847
78836,28.301642,-99.704277
78837,29.83722,-101.212436
78838,29.536636,-99.746893
78839,28.718319,-99.823476
78840,29.729903,-100.881337
78843,29.358463,-100.776883
78850,29.285285,-99.329182
78851,30.028067,-101.970461
78852,28.729787,-100.316678
78860,28.478614,-100.278411
78861,29.430007,-99.149034
78870,29.303817,-99.630829
78871,30.006991,-101.654794
78872,28.926452,-99.865146
78873,29.815376,-99.727302
78877,28.951173,-100.593386
78879,29.64447,-99.682471
78880,29.98903,-100.285177
78881,29.38367,-99.529697
78883,29.678299,-99.316603
78884,29.605008,-99.459791
78885,29.809429,-99.540242
78886,29.135837,-99.168888
78931,30.024253,-96.451051
78932,30.164115,-96.718195
78933,29.790645,-96.359065
78934,29.693467,-96.557698
78935,29.695487,-96.424126
78938,29.806557,-96.686537
78940,29.940125,-96.658827
78941,29.727617,-97.15845
78942,30.167624,-96.923038
78943,29.708998,-96.615598
78944,30.009133,-96.524033
78945,29.912267,-96.889573
78946,30.188405,-96.778996
78947,30.420154,-97.035831
78948,30.321078,-96.976321
78949,29.833195,-97.087399
78950,29.904948,-96.482617
78951,29.587283,-96.824373
78953,29.844013,-97.357996
78954,30.043016,-96.699188
78956,29.686272,-96.933626
78957,30.013897,-97.182124
78959,29.700745,-97.301328
78962,29.657572,-96.733177
78963,29.91692,-97.028763
79001,35.339757,-102.794987
79003,35.581845,-100.068724
79005,36.380233,-100.507442
79007,35.706836,-101.398799
79009,34.533282,-102.879628
79010,35.451665,-102.140733
79011,35.63422,-100.231976
79012,35.264761,-102.127678
79013,36.038768,-102.003123
79014,35.908257,-100.285338
79015,34.937472,-101.916036
79016,34.983418,-101.918682
79018,35.742519,-102.786576
79019,35.0071,-101.394035
79021,33.984844,-102.027747
79022,36.098125,-102.60691
79024,36.439773,-100.369084
79025,34.940988,-102.205885
79027,34.494326,-102.540668
79029,35.901966,-102.025897
79031,34.270256,-102.449583
79032,34.282885,-101.941418
79033,36.33004,-100.983997
79034,36.359771,-100.157216
79035,34.690472,-102.784877
79036,35.612828,-101.547377
79039,35.259837,-101.096311
79040,36.318349,-101.559411
79041,34.043255,-101.931966
79042,34.741356,-101.911489
79043,34.368347,-102.134819
79044,35.863315,-102.367488
79045,34.914806,-102.554528
79046,36.163536,-100.121753
79051,36.483086,-102.259356
79052,34.361819,-101.742898
79053,34.408017,-102.579402
79054,35.374819,-100.821516
79056,36.223812,-100.211576
79057,35.246,-100.642178
79058,35.5795,-101.855136
79059,35.830763,-100.765905
79061,35.524915,-100.442492
79062,36.030479,-101.507597
79063,34.531086,-102.09627
79064,34.195479,-102.119153
79065,35.541234,-100.906572
79068,35.346662,-101.444262
79070,36.269994,-100.79416
79072,34.169757,-101.73385
79078,35.720483,-101.580709
79079,35.20898,-100.242918
79080,35.74865,-101.213702
79081,36.24162,-101.218409
79082,34.224256,-102.287745
79083,35.886791,-101.514898
79084,36.276881,-101.996725
79085,34.740717,-102.514426
79086,36.045967,-101.783782
79087,36.2878,-102.913883
79088,34.580896,-101.697218
79091,34.897796,-102.126227
79092,35.312969,-102.446391
79093,36.289912,-101.033947
79094,34.840077,-101.5097
79095,34.90404,-100.20826
79096,35.437391,-100.196706
79097,35.435886,-101.17836
79098,35.15335,-102.216656
79101,35.206057,-101.839591
79102,35.19634,-101.86625
79103,35.177308,-101.794475
79104,35.202967,-101.788728
79105,35.691238,-101.820831
79106,35.203066,-101.895003
79107,35.230592,-101.802502
79108,35.534173,-102.026668
79109,35.166416,-101.886423
79110,35.145027,-101.876107
79111,35.220442,-101.708078
79118,35.106367,-101.739911
79119,35.109084,-102.017887
79121,35.174701,-101.929717
79124,35.266733,-101.958411
79201,34.437766,-100.280962
79220,33.753501,-100.794632
79225,34.255931,-99.515204
79226,34.90076,-100.994549
79227,33.899685,-99.769784
79229,33.665706,-100.676563
79230,34.702273,-100.069222
79231,33.906379,-101.070036
79233,34.520996,-100.525648
79234,34.230443,-100.935228
79235,33.961932,-101.246145
79236,33.712107,-100.492411
79237,34.918283,-100.645545
79239,34.655623,-100.763893
79240,34.886066,-100.779931
79241,34.179633,-101.387813
79243,33.774479,-100.990114
79244,34.030397,-100.843759
79245,34.855772,-100.510098
79247,34.329813,-99.409069
79248,33.994322,-100.287247
79250,33.877689,-101.594755
79251,34.943421,-100.451566
79252,34.304335,-99.818916
79255,34.349913,-101.050762
79256,33.900389,-100.745875
79257,34.457478,-101.287161
79258,34.228291,-101.288735
79259,34.398492,-100.472927
79261,34.447226,-100.809848
79311,33.857882,-101.881538
79312,34.021145,-102.476997
79313,33.804892,-102.162291
79314,33.584898,-103.014508
79316,33.137907,-102.326183
79322,33.633175,-101.178516
79323,32.945746,-102.869403
79324,33.897884,-102.68249
79325,34.424608,-102.943742
79326,34.077938,-102.216144
79329,33.715143,-101.674963
79330,33.040784,-101.224946
79331,32.695214,-102.00957
79336,33.603401,-102.39884
79339,33.889082,-102.337301
79342,32.908208,-102.3366
79343,33.658671,-101.531037
79344,33.844961,-102.930411
79345,33.337542,-102.33135
79346,33.648085,-102.82494
79347,34.17256,-102.78941
79350,33.731452,-101.825896
79351,32.92701,-101.764414
79353,33.783518,-102.581946
79355,33.181661,-102.876716
79356,33.28589,-101.339267
79357,33.611886,-101.404701
79358,33.442185,-102.195033
79359,32.971141,-102.586555
79360,32.68982,-102.724661
79363,33.707731,-102.045021
79364,33.452358,-101.644072
79366,33.530315,-101.685343
79367,33.621453,-102.190786
79369,33.955743,-102.145171
79370,33.507585,-100.908386
79371,33.915212,-102.617823
79372,33.434243,-102.488401
79373,33.182577,-101.827198
79376,33.233866,-102.673105
79377,32.929648,-102.133506
79378,33.058133,-102.474677
79379,33.510507,-102.646422
79380,33.735629,-102.332216
79381,33.312912,-101.770523
79382,33.455287,-102.014055
79401,33.588771,-101.850444
79403,33.643505,-101.775447
79404,33.527702,-101.793717
79406,33.585914,-101.878393
79407,33.566862,-102.079243
79410,33.570071,-101.891011
79411,33.570034,-101.857733
79412,33.546383,-101.856516
79413,33.547402,-101.885644
79414,33.547794,-101.92023
79415,33.700795,-101.896988
79416,33.600031,-101.982853
79423,33.439976,-101.855463
79424,33.4674,-101.944286
79501,32.747863,-99.905394
79502,33.183064,-100.245133
79503,32.868609,-99.692923
79504,32.335802,-99.350571
79505,33.577057,-99.809712
79506,32.106426,-100.313408
79508,32.274081,-99.826041
79510,32.266413,-99.518894
79511,32.415915,-101.250314
79512,32.304117,-100.924392
79517,32.879511,-101.246784
79518,33.341053,-100.714732
79519,32.049869,-99.693761
79520,32.857153,-100.124111
79521,33.122685,-99.650389
79525,32.630369,-99.830593
79526,32.636295,-100.71688
79527,32.646407,-101.293606
79528,33.329922,-100.584178
79529,33.431837,-99.853667
79530,32.118932,-99.748801
79532,32.404869,-100.711396
79533,32.857171,-99.55149
79534,32.764335,-100.211994
79535,32.223438,-100.479835
79536,32.473616,-100.032549
79537,32.291861,-100.210748
79538,31.970613,-99.684164
79539,33.361114,-99.876875
79540,33.169164,-100.040999
79541,32.147788,-99.810223
79543,32.71433,-100.407773
79544,33.301513,-99.8529
79545,32.415212,-100.573539
79546,32.891818,-100.498206
79547,33.197744,-99.905443
79548,33.049768,-99.918963
79549,32.887589,-100.841389
79553,32.940911,-99.850964
79556,32.458787,-100.357939
79560,32.665235,-100.213046
79561,32.515491,-100.195108
79562,32.236251,-99.866451
79563,32.415823,-99.90623
79565,32.397372,-101.087816
79566,32.108983,-100.134587
79567,31.972433,-99.950294
79601,32.576489,-99.665323
79602,32.335677,-99.667488
79603,32.486047,-99.909072
79605,32.434599,-99.781827
79606,32.362767,-99.817334
79607,32.43035,-99.832641
79699,32.462235,-99.715894
79701,31.992386,-102.081461
79703,31.979427,-102.132363
79705,32.051161,-102.059536
79706,31.848988,-102.005075
79707,32.043135,-102.204703
79713,32.489818,-101.754488
79714,32.335729,-102.697303
79718,31.004969,-103.759065
79719,31.460655,-103.404137
79720,32.253541,-101.47264
79730,31.169521,-103.085135
79731,31.422796,-102.487774
79733,32.102911,-101.365434
79734,30.686139,-103.96015
79735,30.747459,-102.790792
79738,32.751934,-101.474837
79739,31.769325,-101.506391
79741,31.969312,-102.630882
79742,31.34204,-102.868447
79743,31.185703,-102.593762
79744,30.922006,-101.970261
79745,31.831415,-103.055986
79748,32.408047,-101.651732
79749,32.289048,-101.871764
79752,31.22887,-102.162001
79754,31.803547,-103.599914
79755,31.517628,-101.918007
79756,31.540255,-102.844644
79758,31.970451,-102.320729
79759,31.79922,-102.632958
79761,31.855051,-102.350647
79762,31.925286,-102.357886
79763,31.799158,-102.47409
79764,31.866262,-102.537544
79765,31.91439,-102.262512
79766,31.725171,-102.413607
79770,31.875118,-103.933311
79772,31.422363,-103.627309
79777,31.484586,-103.161046
79778,31.176246,-101.923824
79780,31.061959,-103.592093
79781,30.596998,-101.78453
79782,32.149838,-101.826743
79783,32.321673,-102.042298
79785,31.327482,-103.906799
79788,31.58214,-102.977116
79789,31.696251,-103.138992
79821,31.980053,-106.598777
79830,29.802094,-103.22236
79831,30.429399,-103.325765
79834,29.182799,-103.262437
79835,31.936406,-106.589725
79836,31.57255,-106.198866
79837,32.241138,-105.248929
79838,31.482839,-106.168049
79839,31.316674,-105.935168
79842,30.085732,-103.11774
79843,29.802282,-104.035739
79845,29.888044,-104.519138
79846,29.387969,-103.990395
79847,31.835905,-105.052957
79848,30.261302,-102.301073
79849,31.560649,-106.250112
79851,31.278279,-105.31166
79852,29.39623,-103.617232
79853,31.434058,-106.063238
79854,30.59127,-104.660157
79855,31.09348,-104.624514
79901,31.760618,-106.478578
79902,31.783715,-106.498544
79903,31.786196,-106.441889
79904,31.852764,-106.447636
79905,31.766054,-106.426202
79906,31.810651,-106.404743
79907,31.707231,-106.326563
79908,31.857199,-106.380382
79911,31.892461,-106.542564
79912,31.848583,-106.534316
79915,31.746041,-106.371426
79916,31.813968,-106.418136
79920,31.824725,-106.451727
79922,31.814909,-106.56124
79924,31.902442,-106.413245
79925,31.79695,-106.35688
79927,31.640206,-106.268949
79928,31.631426,-106.160065
79930,31.829268,-106.483302
79932,31.874971,-106.607981
79934,31.950669,-106.433518
79935,31.767945,-106.330177
79936,31.776593,-106.296976
79938,31.829712,-105.971362
79942,30.575618,-101.331239
